Well;Cycle;Target Name;Rn;DeltaRn
B4;29;Target 1;32141,51563;-47,66615677
B4;30;Target 1;32221,86523;2,808933496
B4;31;Target 1;32500,19141;251,2605896
B4;32;Target 1;32392,14063;113,335289
B4;33;Target 1;32808,84375;500,1639099
B4;34;Target 1;33433,26172;1094,707397
B4;35;Target 1;34880,51172;2512,082764
B4;36;Target 1;37679,54297;5281,239746
B4;37;Target 1;42656,22656;10228,04883
B4;38;Target 1;52104,89844;19646,8457
B4;39;Target 1;69672,07813;37184,15234
B4;40;Target 1;98811,875;66294,07031
B5;1;Target 1;31468,31055;540,1859741
B5;2;Target 1;31304,21875;364,9173584
B5;3;Target 1;31269,63867;319,1604614
B5;4;Target 1;31194,81445;233,1594391
B5;5;Target 1;31023,01953;50,18770599
B5;6;Target 1;30936,62891;-47,37973022
B5;7;Target 1;30874,38281;-120,8026352
B5;8;Target 1;30978,74609;-27,61615944
B5;9;Target 1;31072,56445;55,02539063
B5;10;Target 1;30678,56055;-350,1553345
B5;11;Target 1;30898,80859;-141,0840912
B5;12;Target 1;30858,9668;-192,1026917
B5;13;Target 1;30887,78125;-174,4650421
B5;14;Target 1;30967,36328;-106,0598297
B5;15;Target 1;31045,27539;-39,32452774
B5;16;Target 1;31170,60938;74,83264923
B5;17;Target 1;30999,47656;-107,4769745
B5;18;Target 1;31288,35547;170,2251282
B5;19;Target 1;31355,375;226,0678406
B5;20;Target 1;31188,01367;47,52970886
B5;21;Target 1;31281,93945;130,2786865
B5;22;Target 1;31214,89063;52,05304337
B5;23;Target 1;31481,50781;307,4934082
B5;24;Target 1;31725,70508;540,513855
B5;25;Target 1;31900,69336;704,3253784
B5;26;Target 1;32399,03125;1191,48645
B5;27;Target 1;33166,39063;1947,668945
B5;28;Target 1;34514,99219;3285,09375
B5;29;Target 1;37786,18359;6545,108398
B5;30;Target 1;43245,48438;11993,23242
B5;31;Target 1;53203,16406;21939,73438
B5;32;Target 1;69884,625;38610,01953
B5;33;Target 1;96426,75;65140,96875
B5;34;Target 1;130011,1094;98714,14844
B5;35;Target 1;165591,6719;134283,5313
B5;36;Target 1;199698,5625;168379,25
B5;37;Target 1;231348,8594;200018,375
B5;38;Target 1;258662,375;227320,7031
B5;39;Target 1;280465,3438;249112,5
B5;40;Target 1;296851,5313;265487,5
B6;1;Target 1;35413,58203;319,0118408
B6;2;Target 1;35300,44922;209,7508545
B6;3;Target 1;35214,90625;128,0797272
B6;4;Target 1;35179,60547;96,65077209
B6;5;Target 1;35127,54688;48,46401215
B6;6;Target 1;35267,08594;191,8749084
B6;7;Target 1;35214,90625;143,5670471
B6;8;Target 1;35212,05078;144,5834198
B6;9;Target 1;34898,1875;-165,4080353
B6;10;Target 1;34587,21875;-472,5049438
B6;11;Target 1;34581,42969;-474,4221802
B6;12;Target 1;34753,42969;-298,550354
B6;13;Target 1;35041,96094;-6,147261143
B6;14;Target 1;35078,96094;34,72457123
B6;15;Target 1;35138,62109;98,25656128
B6;16;Target 1;35251,78906;215,2963562
B6;17;Target 1;35348,15625;315,5353699
B6;18;Target 1;35265,61719;236,8681488
B6;19;Target 1;35374,04297;349,1657715
B6;20;Target 1;35382,72656;361,7211914
B6;21;Target 1;35509,09766;491,9641113
B6;22;Target 1;35902,05469;888,7929688
B6;23;Target 1;36222,63281;1213,24292
B6;24;Target 1;36467,85156;1462,333496
B6;25;Target 1;37125,33594;2123,689697
B6;26;Target 1;38613,71094;3615,936523
B6;27;Target 1;41462,21484;6468,3125
B6;28;Target 1;46770,48438;11780,4541
B6;29;Target 1;57000,35938;22014,20117
B6;30;Target 1;75415,28125;40432,99609
B6;31;Target 1;106810,3438;71831,92969
B6;32;Target 1;150500,5156;115525,9688
B6;33;Target 1;199346,2188;164375,5469
B6;34;Target 1;243640,6094;208673,8125
B6;35;Target 1;281889,6875;246926,7656
B6;36;Target 1;312289,4375;277330,375
B6;37;Target 1;334684,3438;299729,1563
B6;38;Target 1;352798,5625;317847,25
B6;39;Target 1;365589,2188;330641,7813
B6;40;Target 1;377042,25;342098,6875
B7;1;Target 1;31930,56055;915,1521606
B7;2;Target 1;31416,07031;462,7123108
B7;3;Target 1;31104,72656;213,4189758
B7;4;Target 1;31136,37695;307,119751
B7;5;Target 1;30913,32227;146,1154785
B7;6;Target 1;30897,38281;192,2264099
B7;7;Target 1;30546,65625;-96,44974518
B7;8;Target 1;30341,02344;-240,0321655
B7;9;Target 1;30537,17969;18,17448616
B7;10;Target 1;30302,58008;-154,3747253
B7;11;Target 1;30296,83594;-98,06846619
B7;12;Target 1;30138,63281;-194,2211914
B7;13;Target 1;30021,94727;-248,8563385
B7;14;Target 1;29990,73047;-218,0227356
B7;15;Target 1;30028,46289;-118,2399216
B7;16;Target 1;29902,13281;-182,5196075
B7;17;Target 1;29820,86133;-201,7406921
B7;18;Target 1;29938,63477;-21,91685486
B7;19;Target 1;30133,73438;235,2331543
B7;20;Target 1;30018,53516;182,0843353
B7;21;Target 1;30009,27734;234,8769226
B7;22;Target 1;29957,54297;245,1929474
B7;23;Target 1;29926,17578;275,8761597
B7;24;Target 1;30649,5625;1061,313232
B7;25;Target 1;31484,01953;1957,820679
B7;26;Target 1;33109,10938;3644,960938
B7;27;Target 1;36465,99219;7063,894043
B7;28;Target 1;42992,61719;13652,56934
B7;29;Target 1;54754,85156;25476,85352
B7;30;Target 1;72421,75781;43205,8125
B7;31;Target 1;92346,375;63192,48047
B7;32;Target 1;110684,7422;81592,89844
B7;33;Target 1;128591,2813;99561,48438
B7;34;Target 1;146267,9219;117300,1797
B7;35;Target 1;163961,25;135055,5625
B7;36;Target 1;182631,0313;153787,3906
B7;37;Target 1;199840,75;171059,1563
B7;38;Target 1;217811,4531;189091,9063
B7;39;Target 1;233706,8125;205049,3125
B7;40;Target 1;249411,0313;220815,5938
B8;1;Target 1;28501,75781;595,1048584
B8;2;Target 1;28286,94531;362,8379517
B8;3;Target 1;28097,07031;155,5085449
B8;4;Target 1;28055,64063;96,62443542
B8;5;Target 1;28102,61914;126,1485291
B8;6;Target 1;28195,01172;201,0867004
B8;7;Target 1;28156,22266;144,8432159
B8;8;Target 1;27882,5;-146,3338623
B8;9;Target 1;27571,33984;-474,9484253
B8;10;Target 1;27687,49219;-376,2505188
B8;11;Target 1;27877,52734;-203,6697693
B8;12;Target 1;28026,75391;-71,89762115
B8;13;Target 1;28050,27539;-65,83055115
B8;14;Target 1;28197,15234;63,59197998
B8;15;Target 1;28396,88086;245,8660736
B8;16;Target 1;28473,73047;305,261261
B8;17;Target 1;28408,57031;222,646698
B8;18;Target 1;28410,05859;206,6805573
B8;19;Target 1;28496,74219;275,909729
B8;20;Target 1;28714,50781;476,2209473
B8;21;Target 1;28947,20508;691,4638062
B8;22;Target 1;29310,73242;1037,536743
B8;23;Target 1;29681,07422;1390,424072
B8;24;Target 1;29976,54492;1668,44043
B8;25;Target 1;31266,35156;2940,792725
B8;26;Target 1;33514,26563;5171,252441
B8;27;Target 1;37902,55469;9542,086914
B8;28;Target 1;45797,10156;17419,17969
B8;29;Target 1;61171,05078;32775,67578
B8;30;Target 1;88594,44531;60181,61328
B8;31;Target 1;132407,125;103976,8359
B8;32;Target 1;185549,9688;157102,2344
B8;33;Target 1;234872,9688;206407,7813
B8;34;Target 1;271531,0625;243048,4063
B8;35;Target 1;299333,2188;270833,125
B8;36;Target 1;319631,0625;291113,5
B8;37;Target 1;333332,625;304797,625
B8;38;Target 1;344277,0938;315724,625
B8;39;Target 1;352744,9375;324175,0313
B8;40;Target 1;360349,5;331762,125
B9;1;Target 1;25466,57422;746,8963623
B9;2;Target 1;25279,45313;535,1270752
B9;3;Target 1;25223,62109;454,6468506
B9;4;Target 1;24970,25781;176,6353912
B9;5;Target 1;24762,48242;-55,78819275
B9;6;Target 1;24734,96875;-107,9500504
B9;7;Target 1;24676,05859;-191,5083923
B9;8;Target 1;24760,12109;-132,0940857
B9;9;Target 1;24907,69922;-9,164153099
B9;10;Target 1;24848,25195;-93,25960541
B9;11;Target 1;24834,77734;-131,3824005
B9;12;Target 1;24737,36719;-253,4407501
B9;13;Target 1;24823,83984;-191,6162872
B9;14;Target 1;24968,93164;-71,17267609
B9;15;Target 1;25080,90625;16,15374184
B9;16;Target 1;25060,05859;-29,34210396
B9;17;Target 1;25047,73828;-66,31060791
B9;18;Target 1;25252,03906;113,3419876
B9;19;Target 1;25373,79492;210,4496613
B9;20;Target 1;25516,96094;328,9674683
B9;21;Target 1;25411,66406;199,0224152
B9;22;Target 1;25233,67578;-3,614052773
B9;23;Target 1;25270,67969;8,741663933
B9;24;Target 1;25373,78125;87,19503784
B9;25;Target 1;25462,21094;150,976532
B9;26;Target 1;25156,16406;-179,7185364
B9;27;Target 1;25162,03906;-198,4917145
B9;28;Target 1;25357,52734;-27,65162659
B9;29;Target 1;25520,18164;110,3544846
B9;30;Target 1;25531,66211;97,18675995
B9;31;Target 1;25200,71289;-258,4106445
B9;32;Target 1;25531,01563;47,24389648
B9;33;Target 1;25323,55859;-184,8613281
B9;34;Target 1;25482,29297;-50,77513885
B9;35;Target 1;25516,86133;-40,85496902
B9;36;Target 1;25595,03516;12,67067051
B9;37;Target 1;25745,89648;138,8838043
B9;38;Target 1;25930,05078;298,3899231
B9;39;Target 1;26331,57422;675,2651367
B9;40;Target 1;26535,13672;854,1795044
B10;1;Target 1;35969,75;1431,87207
B10;2;Target 1;35300,10156;777,1885376
B10;3;Target 1;35048,70313;540,7549438
B10;4;Target 1;34940,95703;447,9737244
B10;5;Target 1;34803,5;325,4815674
B10;6;Target 1;34273,54297;-189,5106201
B10;7;Target 1;33816,74219;-631,3465576
B10;8;Target 1;34243,16406;-189,9598236
B10;9;Target 1;34378,59375;-39,5652771
B10;10;Target 1;34117,32031;-285,8738708
B10;11;Target 1;34229,57422;-158,6550903
B10;12;Target 1;34350,89844;-22,36602211
B10;13;Target 1;34192,53906;-165,7605438
B10;14;Target 1;34222,24219;-121,0925598
B10;15;Target 1;34361,5625;33,19260788
B10;16;Target 1;34308,67188;-4,733161926
B10;17;Target 1;34220,13281;-78,30736542
B10;18;Target 1;34234,96484;-48,51048279
B10;19;Target 1;34160,85156;-107,658905
B10;20;Target 1;34310,71094;57,16532135
B10;21;Target 1;34493,89063;255,3098602
B10;22;Target 1;34607,07813;383,4622192
B10;23;Target 1;34589,95703;381,3059692
B10;24;Target 1;34774,84766;581,161438
B10;25;Target 1;34939,34375;760,6224365
B10;26;Target 1;35348,82813;1185,071655
B10;27;Target 1;35949,57813;1800,786499
B10;28;Target 1;37132,32031;2998,493652
B10;29;Target 1;39354,25;5235,388184
B10;30;Target 1;44212,09766;10108,2002
B10;31;Target 1;53222,98047;19134,04883
B10;32;Target 1;69685,53125;35611,5625
B10;33;Target 1;96580,75;62521,74609
B10;34;Target 1;130222,6094;96178,57031
B10;35;Target 1;165417,7188;131388,6406
B10;36;Target 1;197697,6875;163683,5781
B10;37;Target 1;226157,0469;192157,9063
B10;38;Target 1;251611,7813;217627,6094
B10;39;Target 1;272950,125;238980,9063
B10;40;Target 1;292438,5625;258484,3125
B11;1;Target 1;41520,58594;-111,3218765
B11;2;Target 1;41193,97266;-436,1691589
B11;3;Target 1;41405,78125;-222,5945587
B11;4;Target 1;41528,96094;-97,64887238
B11;5;Target 1;41811,97266;187,1288452
B11;6;Target 1;41828,60156;205,5237579
B11;7;Target 1;41780,49219;159,1803741
B11;8;Target 1;41724,71094;105,1651306
B11;9;Target 1;41545,0625;-72,71730042
B11;10;Target 1;41304,13281;-311,8809814
B11;11;Target 1;41658,20313;43,95532608
B11;12;Target 1;41686,80469;74,32289124
B11;13;Target 1;41482,02344;-128,6923523
B11;14;Target 1;41543,85938;-65,09042358
B11;15;Target 1;41669,96094;62,77714539
B11;16;Target 1;41660,625;55,20720673
B11;17;Target 1;41609,01563;5,363834858
B11;18;Target 1;41331,92578;-269,960022
B11;19;Target 1;41556,65625;-43,46353531
B11;20;Target 1;41569,00781;-29,34597206
B11;21;Target 1;41569,95703;-26,63075256
B11;22;Target 1;42027,71875;432,8969727
B11;23;Target 1;42440,8125;847,7567139
B11;24;Target 1;43174,64063;1583,35083
B11;25;Target 1;44525,21875;2935,695068
B11;26;Target 1;47002,64063;5414,882813
B11;27;Target 1;52139,01563;10553,02344
B11;28;Target 1;61061,66797;19477,44141
B11;29;Target 1;76220,17188;34637,71094
B11;30;Target 1;96003,67969;54422,98438
B11;31;Target 1;116414,5156;74835,58594
B11;32;Target 1;137295,7969;95718,63281
B11;33;Target 1;158510,3906;116934,9922
B11;34;Target 1;180940,5;139366,875
B11;35;Target 1;202308,3594;160736,5
B11;36;Target 1;223574,7344;182004,6406
B11;37;Target 1;240809,1719;199240,8438
B11;38;Target 1;257161,0625;215594,5
B11;39;Target 1;272864,2813;231299,4844
B11;40;Target 1;287371,2813;245808,25
B12;1;Target 1;48191,6875;-1067,305908
B12;2;Target 1;48792,24609;-179,990921
B12;3;Target 1;48520,17188;-165,3088074
B12;4;Target 1;48455,53906;56,81472015
B12;5;Target 1;48187,28906;75,32106018
B12;6;Target 1;47968,92578;143,7141266
B12;7;Target 1;47722,64063;184,1853027
B12;8;Target 1;47377,25391;125,554924
B12;9;Target 1;46902,09375;-62,84889221
B12;10;Target 1;46626,82813;-51,35817719
B12;11;Target 1;46378,70313;-12,72683811
B12;12;Target 1;46163,50781;58,83419037
B12;13;Target 1;45848,64844;30,73115349
B12;14;Target 1;45523,90234;-7,258600235
B12;15;Target 1;45226,67188;-17,73272896
B12;16;Target 1;45028,79688;71,14861298
B12;17;Target 1;44732,64063;61,74869919
B12;18;Target 1;44639,14063;255,0050354
B12;19;Target 1;44204,35156;106,9723206
B12;20;Target 1;43542,80469;-267,8182068
B12;21;Target 1;43350,25;-173,6165619
B12;22;Target 1;43057,66016;-179,4500732
B12;23;Target 1;42784,28906;-166,0648193
B12;24;Target 1;42416,89844;-246,6991119
B12;25;Target 1;42202,43359;-174,407608
B12;26;Target 1;41879,33594;-210,7489319
B12;27;Target 1;41622,4375;-180,8910217
B12;28;Target 1;41346,13281;-170,4393768
B12;29;Target 1;41003,89844;-225,9174042
B12;30;Target 1;40871,90234;-71,15716553
B12;31;Target 1;40831,42188;175,1187134
B12;32;Target 1;40815,46875;445,921936
B12;33;Target 1;40676,16406;593,3735962
B12;34;Target 1;40525,46094;729,4268188
B12;35;Target 1;40602,89063;1093,612793
B12;36;Target 1;40956,83984;1734,318359
B12;37;Target 1;41400,47266;2464,70752
B12;38;Target 1;42188,125;3539,116211
B12;39;Target 1;43123,73047;4761,478027
B12;40;Target 1;44391,92969;6316,433594
C1;1;Target 1;19586,19336;468,809906
C1;2;Target 1;19533,73828;469,645874
C1;3;Target 1;19406,07422;395,2728271
C1;4;Target 1;19219,08594;261,575592
C1;5;Target 1;19319,76172;415,5424194
C1;6;Target 1;18819,06055;-31,86772156
C1;7;Target 1;18799,25;1,61276722
C1;8;Target 1;18504,08594;-240,2602539
C1;9;Target 1;18414,52344;-276,5317078
C1;10;Target 1;18301,51563;-336,2485046
C1;11;Target 1;18335,45313;-249,0199585
C1;12;Target 1;18385,60156;-145,5804901
C1;13;Target 1;18136,22266;-341,6683655
C1;14;Target 1;18300,5625;-124,0374832
C1;15;Target 1;18209,79297;-161,515976
C1;16;Target 1;18348,79688;30,77896881
C1;17;Target 1;18260,39258;-4,334292889
C1;18;Target 1;18302,98828;91,55244446
C1;19;Target 1;18218,8457;60,70090485
C1;20;Target 1;18328,92578;224,0720215
C1;21;Target 1;18481,51953;429,9568176
C1;22;Target 1;18436,92188;438,650177
C1;23;Target 1;18568,99609;624,0154419
C1;24;Target 1;18780,88867;889,1990356
C1;25;Target 1;19268,1582;1429,759644
C1;26;Target 1;20040,13672;2255,029053
C1;27;Target 1;21175,45898;3443,642578
C1;28;Target 1;23771,57031;6093,044922
C1;29;Target 1;28226,09961;10600,86523
C1;30;Target 1;35699,73828;18127,79492
C1;31;Target 1;47365,48047;29846,82813
C1;32;Target 1;62561,03906;45095,67578
C1;33;Target 1;80375,42188;62963,35156
C1;34;Target 1;98613,40625;81254,625
C1;35;Target 1;117393,9297;100088,4453
C1;36;Target 1;133901,2188;116649,0234
C1;37;Target 1;148943,4375;131744,5313
C1;38;Target 1;161649,0625;144503,4531
C1;39;Target 1;173791,6094;156699,2813
C1;40;Target 1;184724,2188;167685,1875
C2;1;Target 1;31030,75;561,7562256
C2;2;Target 1;30768,61328;292,7084351
C2;3;Target 1;30563,32422;80,50830078
C2;4;Target 1;30590,30859;100,5816116
C2;5;Target 1;30542,32031;45,68227005
C2;6;Target 1;30202,80273;-300,7463684
C2;7;Target 1;30352,67773;-157,7824402
C2;8;Target 1;30652,58789;135,2166595
C2;9;Target 1;30534,72266;10,44036007
C2;10;Target 1;30617,29297;86,09960938
C2;11;Target 1;30593,59375;55,48932648
C2;12;Target 1;30726,08203;181,0665436
C2;13;Target 1;30820,82031;268,8937683
C2;14;Target 1;30826,71289;267,8752747
C2;15;Target 1;30894,81055;329,0618591
C2;16;Target 1;30938,46094;365,8012085
C2;17;Target 1;31027,82031;448,2495117
C2;18;Target 1;31317,46875;730,9868774
C2;19;Target 1;31703,61328;1110,220337
C2;20;Target 1;32584,93945;1984,635498
C2;21;Target 1;34388,45313;3781,238037
C2;22;Target 1;37742,29688;7128,170898
C2;23;Target 1;44128,04688;13507,00977
C2;24;Target 1;57423,67969;26795,73047
C2;25;Target 1;79182,42969;48547,57031
C2;26;Target 1;111096,5781;80454,80469
C2;27;Target 1;148559,7188;117911,0391
C2;28;Target 1;181861,6875;151206,0938
C2;29;Target 1;215519,125;184856,625
C2;30;Target 1;242630,7969;211961,375
C2;31;Target 1;268281,8438;237605,5156
C2;32;Target 1;287179,8125;256496,5781
C2;33;Target 1;307591;276900,8438
C2;34;Target 1;322693,6563;291996,5938
C2;35;Target 1;337359,2188;306655,25
C2;36;Target 1;346712,5;316001,625
C2;37;Target 1;355595,8438;324878,0625
C2;38;Target 1;358949,1875;328224,5
C2;39;Target 1;365369,5;334637,875
C2;40;Target 1;374089,9688;343351,4375
C3;1;Target 1;30492,91992;126,4945297
C3;2;Target 1;30539,51172;181,463089
C3;3;Target 1;30348,56641;-1,10546875
C3;4;Target 1;30332,06836;-9,226758003
C3;5;Target 1;30354,875;21,95664024
C3;6;Target 1;30312,73047;-11,81113243
C3;7;Target 1;30316,35156;0,186718747
C3;8;Target 1;30091,28516;-216,5029297
C3;9;Target 1;30155,26172;-144,1496124
C3;10;Target 1;30265,93359;-25,10097694
C3;11;Target 1;30119,06055;-163,5972595
C3;12;Target 1;30254,64844;-19,63261795
C3;13;Target 1;30408,63281;142,7285156
C3;14;Target 1;30404,4375;146,9099579
C3;15;Target 1;30446,17773;197,026947
C3;16;Target 1;30495,2832;254,5091858
C3;17;Target 1;30469,92578;237,5285187
C3;18;Target 1;30599,7168;375,6962891
C3;19;Target 1;30800,03906;584,3953247
C3;20;Target 1;30677,05469;469,7876892
C3;21;Target 1;30790,92578;592,0355225
C3;22;Target 1;30707,09766;516,5841675
C3;23;Target 1;30861,60938;679,4726563
C3;24;Target 1;31059,14258;885,3826294
C3;25;Target 1;31058,98633;893,6031494
C3;26;Target 1;31111,12109;954,114624
C3;27;Target 1;31178,27539;1029,645752
C3;28;Target 1;31327,50195;1187,249023
C3;29;Target 1;31458,76953;1326,893311
C3;30;Target 1;31533,88281;1410,383423
C3;31;Target 1;31572,75977;1457,637085
C3;32;Target 1;31629,1582;1522,412354
C3;33;Target 1;31764,50586;1666,136719
C3;34;Target 1;31932,71875;1842,726318
C3;35;Target 1;31965,89844;1884,282837
C3;36;Target 1;32060,57617;1987,33728
C3;37;Target 1;32193,02344;2128,161377
C3;38;Target 1;32287,20117;2230,71582
C3;39;Target 1;32276,28516;2228,176514
C3;40;Target 1;32429,61133;2389,879395
C4;1;Target 1;27813,80469;752,1581421
C4;2;Target 1;27252,58789;131,3456879
C4;3;Target 1;27314,74219;133,9043121
C4;4;Target 1;27560,67578;320,242218
C4;5;Target 1;27310,86328;10,83404446
C4;6;Target 1;27174,7207;-184,9042053
C4;7;Target 1;27389,08398;-30,13661003
C4;8;Target 1;27491,33594;12,51966381
C4;9;Target 1;27152,94531;-385,4666443
C4;10;Target 1;27657,01953;59,01189804
C4;11;Target 1;27517,30469;-140,2986298
C4;12;Target 1;27572,14453;-145,0544586
C4;13;Target 1;27760,9375;-15,8571682
C4;14;Target 1;27984,93359;148,5432434
C4;15;Target 1;27935,62891;39,64287949
C4;16;Target 1;28190,87891;235,2971954
C4;17;Target 1;27922,36328;-92,81410217
C4;18;Target 1;27915,10547;-159,6675873
C4;19;Target 1;28153,06055;18,69180489
C4;20;Target 1;28369,47656;175,512146
C4;21;Target 1;28368,75;115,1899033
C4;22;Target 1;28399,77539;86,61961365
C4;23;Target 1;28514,70703;141,9555664
C4;24;Target 1;29023,6875;591,3403931
C4;25;Target 1;29504,33398;1012,391174
C4;26;Target 1;30454,1582;1902,619751
C4;27;Target 1;32548,91797;3937,783691
C4;28;Target 1;35867,07422;7196,344238
C4;29;Target 1;42835,85938;14105,53418
C4;30;Target 1;55701,85938;26911,9375
C4;31;Target 1;78046,35938;49196,84375
C4;32;Target 1;112690,1953;83781,08594
C4;33;Target 1;152589,2813;123620,5703
C4;34;Target 1;191289,9688;162261,6719
C4;35;Target 1;222795,0469;193707,1406
C4;36;Target 1;249905,9844;220758,4844
C4;37;Target 1;272291,5;243084,4063
C4;38;Target 1;290419,625;261152,9375
C4;39;Target 1;306477,5;277151,2188
C4;40;Target 1;318321,0625;288935,1875
C5;1;Target 1;26508,69922;229,870636
C5;2;Target 1;26956,88281;610,883606
C5;3;Target 1;26638,3125;225,1426392
C5;4;Target 1;26348,60938;-131,7311249
C5;5;Target 1;26735,62695;188,115799
C5;6;Target 1;26665,76172;51,07992935
C5;7;Target 1;26784,10547;102,2530365
C5;8;Target 1;26728,25195;-20,77112389
C5;9;Target 1;26593,51758;-222,6761475
C5;10;Target 1;27187,31836;303,95401
C5;11;Target 1;26742,97656;-207,5584412
C5;12;Target 1;26891,06641;-126,6392441
C5;13;Target 1;26997,81445;-87,06183624
C5;14;Target 1;27248,21094;96,16400146
C5;15;Target 1;27110,27734;-108,9402313
C5;16;Target 1;27250,13672;-36,25150299
C5;17;Target 1;27395,58203;42,02316666
C5;18;Target 1;27285,70313;-135,0263824
C5;19;Target 1;27234,27539;-253,6247559
C5;20;Target 1;27602,0293;46,95850372
C5;21;Target 1;27335,08203;-287,1593933
C5;22;Target 1;27597,02734;-92,38473511
C5;23;Target 1;27929,63281;173,0500946
C5;24;Target 1;27938,06641;114,3130417
C5;25;Target 1;28007,76563;116,8416138
C5;26;Target 1;27870,46289;-87,63175964
C5;27;Target 1;28362,82617;337,5608826
C5;28;Target 1;28346,4668;254,0308533
C5;29;Target 1;28672,79297;513,1864014
C5;30;Target 1;28742,77344;515,9962158
C5;31;Target 1;29540,82031;1246,872437
C5;32;Target 1;30703,40625;2342,287842
C5;33;Target 1;32626,51367;4198,224609
C5;34;Target 1;35602,57031;7107,110352
C5;35;Target 1;43495,94922;14933,31836
C5;36;Target 1;57016,48828;28386,6875
C5;37;Target 1;80268,69531;51571,72266
C5;38;Target 1;116498,9844;87734,84375
C5;39;Target 1;160359,7656;131528,4531
C5;40;Target 1;198675,625;169777,1406
C6;1;Target 1;33020,48828;241,664444
C6;2;Target 1;33029,60156;252,0859833
C6;3;Target 1;33024,1875;247,9801788
C6;4;Target 1;32991,27344;216,3743744
C6;5;Target 1;33008,51563;234,9248199
C6;6;Target 1;32886,61719;114,3346405
C6;7;Target 1;32490,48047;-280,4938049
C6;8;Target 1;32479,32031;-290,3457031
C6;9;Target 1;32832,45703;64,09925842
C6;10;Target 1;32568,7832;-198,2663116
C6;11;Target 1;32417,9375;-347,803772
C6;12;Target 1;32556,96094;-207,4720612
C6;13;Target 1;32617,10938;-146,0153656
C6;14;Target 1;32731,41211;-30,40437508
C6;15;Target 1;32793,33594;32,82771301
C6;16;Target 1;32763,60352;4,403547287
C6;17;Target 1;33004,89844;247,0067291
C6;18;Target 1;33095,43359;338,8501282
C6;19;Target 1;33073,94922;318,6740112
C6;20;Target 1;33140,57813;386,6111755
C6;21;Target 1;33431,28125;678,6225586
C6;22;Target 1;34072,80859;1321,45813
C6;23;Target 1;34761,23828;2011,196167
C6;24;Target 1;36132,71875;3383,984863
C6;25;Target 1;38518,49609;5771,070313
C6;26;Target 1;43106,85938;10360,74219
C6;27;Target 1;51829,10156;19084,29297
C6;28;Target 1;67303,78125;34560,28125
C6;29;Target 1;91787,75;59045,55859
C6;30;Target 1;124207,1406;91466,25781
C6;31;Target 1;162767,6563;130028,0781
C6;32;Target 1;201558,9375;168820,6719
C6;33;Target 1;235921,8438;203184,8906
C6;34;Target 1;265297,625;232561,9688
C6;35;Target 1;290545,625;257811,2813
C6;36;Target 1;309656,875;276923,8438
C6;37;Target 1;325335;292603,2813
C6;38;Target 1;337848,75;305118,3438
C6;39;Target 1;348741,0938;316011,9688
C6;40;Target 1;357838,375;325110,5625
C7;1;Target 1;28456,03516;669,196106
C7;2;Target 1;28206,71094;391,8914185
C7;3;Target 1;28244,55664;401,7566223
C7;4;Target 1;28141,91406;271,1335449
C7;5;Target 1;27928,11328;29,35227966
C7;6;Target 1;27946,51758;19,7760849
C7;7;Target 1;27914,88867;-39,83331299
C7;8;Target 1;27955,44531;-27,257164
C7;9;Target 1;27864,02148;-146,6614838
C7;10;Target 1;27957,33594;-81,32752228
C7;11;Target 1;27703,63672;-363,0072327
C7;12;Target 1;27848,30078;-246,3236694
C7;13;Target 1;28109,10547;-13,4994669
C7;14;Target 1;27943,93359;-206,6518402
C7;15;Target 1;28042,70313;-135,862793
C7;16;Target 1;28243,69922;37,15280533
C7;17;Target 1;28257,35547;22,8285656
C7;18;Target 1;28330,4375;67,93010712
C7;19;Target 1;28273,80273;-16,68515396
C7;20;Target 1;28221,77148;-96,69689178
C7;21;Target 1;28451,99414;105,5452728
C7;22;Target 1;28388,57227;14,14290237
C7;23;Target 1;28686,90625;284,4963989
C7;24;Target 1;28317,5957;-112,7946472
C7;25;Target 1;28690,85742;232,4865875
C7;26;Target 1;28488,83594;2,484606504
C7;27;Target 1;28694,89648;180,5646667
C7;28;Target 1;28806,16602;263,8536987
C7;29;Target 1;29273,69531;703,4025269
C7;30;Target 1;29614,19727;1015,92395
C7;31;Target 1;30490,11328;1863,859497
C7;32;Target 1;32368,82813;3714,59375
C7;33;Target 1;35932,76953;7250,554688
C7;34;Target 1;42842,11328;14131,91797
C7;35;Target 1;54451,94141;25713,76563
C7;36;Target 1;73689,30469;44923,14844
C7;37;Target 1;98975,71094;70181,57031
C7;38;Target 1;127228,4844;98406,36719
C7;39;Target 1;155969,7813;127119,6797
C7;40;Target 1;182736,6719;153858,5938
C8;1;Target 1;48609,25;372,0342102
C8;2;Target 1;48396,375;173,1426697
C8;3;Target 1;48205,46094;-3,787923098
C8;4;Target 1;48853,04688;657,7814941
C8;5;Target 1;48678,69531;497,4133911
C8;6;Target 1;48100,34766;-66,95079803
C8;7;Target 1;47574,15625;-579,1587524
C8;8;Target 1;47992,14844;-147,183075
C8;9;Target 1;47965,19141;-160,1566467
C8;10;Target 1;47602,1875;-509,1770935
C8;11;Target 1;47806,54688;-290,8342285
C8;12;Target 1;47957,83594;-125,5617065
C8;13;Target 1;47906,22656;-163,1876221
C8;14;Target 1;48204,35938;148,9286652
C8;15;Target 1;48287,34375;245,8965149
C8;16;Target 1;48345,54688;318,0830994
C8;17;Target 1;48191,375;177,8946991
C8;18;Target 1;48096,77344;97,27659607
C8;19;Target 1;48217,53516;232,0217896
C8;20;Target 1;48382,14844;410,6185303
