Well;Cycle;Target Name;Rn;DeltaRn
A12;35;Target 1;88783,60938;59772,57031
A12;36;Target 1;114935,4375;85976,07813
A12;37;Target 1;142022,0156;113114,3281
A12;38;Target 1;167627,0469;138771,0313
A12;39;Target 1;191002,9688;162198,6406
A12;40;Target 1;212096,4688;183343,8125
B1;1;Target 1;22335,83203;-190,5968933
B1;2;Target 1;22626,59961;90,54634857
B1;3;Target 1;22596,00781;50,33021927
B1;4;Target 1;22809,17578;253,8738556
B1;5;Target 1;22544,77734;-20,14892387
B1;6;Target 1;22721,66406;147,1134644
B1;7;Target 1;22443,97266;-140,2022858
B1;8;Target 1;22687,53516;93,73587799
B1;9;Target 1;22581,99414;-21,42947197
B1;10;Target 1;22417,39453;-195,6534119
B1;11;Target 1;22631,23438;8,56208992
B1;12;Target 1;22510,13672;-122,1599045
B1;13;Target 1;22539,36914;-102,5518188
B1;14;Target 1;22481,07422;-170,4710693
B1;15;Target 1;22566,55469;-94,61494446
B1;16;Target 1;22611,72266;-59,07130814
B1;17;Target 1;22651,30273;-29,11556816
B1;18;Target 1;22727,30078;37,25814438
B1;19;Target 1;22720,75391;21,08693123
B1;20;Target 1;22758,2793;48,98798752
B1;21;Target 1;22864,97656;146,0609131
B1;22;Target 1;22876,94922;148,4092407
B1;23;Target 1;22875,91016;137,7458344
B1;24;Target 1;23072,37109;324,582428
B1;25;Target 1;23212,53906;455,1260681
B1;26;Target 1;23272,71484;505,6775208
B1;27;Target 1;23636,91211;860,2504272
B1;28;Target 1;23889,17578;1102,889771
B1;29;Target 1;24589,37695;1793,466675
B1;30;Target 1;26259,76563;3454,230957
B1;31;Target 1;29072,14453;6256,985352
B1;32;Target 1;34480,49219;11655,70898
B1;33;Target 1;44740,72656;21906,31836
B1;34;Target 1;64192,84375;41348,8125
B1;35;Target 1;94625,47656;71771,82031
B1;36;Target 1;132966,3438;110103,0625
B1;37;Target 1;171024,4063;148151,5
B1;38;Target 1;205033,2656;182150,7344
B1;39;Target 1;233398,0313;210505,875
B1;40;Target 1;257028,2969;234126,5156
B2;1;Target 1;44302,19531;1750,242188
B2;2;Target 1;43430,89844;856,6015015
B2;3;Target 1;42913,75;317,1093445
B2;4;Target 1;42634,39844;15,41402721
B2;5;Target 1;42498,89844;-142,429718
B2;6;Target 1;43231,10938;567,4375
B2;7;Target 1;43078,51563;392,4999695
B2;8;Target 1;42759,51953;51,16013336
B2;9;Target 1;42554,74609;-175,9570465
B2;10;Target 1;42506,67188;-246,3750153
B2;11;Target 1;42647,07813;-128,3125153
B2;12;Target 1;42599,125;-198,6093903
B2;13;Target 1;42794,98438;-25,09375572
B2;14;Target 1;42700,74219;-141,6796875
B2;15;Target 1;42581,71875;-283,046875
B2;16;Target 1;42685,75781;-201,3515625
B2;17;Target 1;42774,64063;-134,8124847
B2;18;Target 1;42741,78906;-190,0077972
B2;19;Target 1;42516,80469;-437,335907
B2;20;Target 1;42740,70703;-235,7773285
B2;21;Target 1;42886,13281;-112,6952896
B2;22;Target 1;43209,09375;187,9219055
B2;23;Target 1;43522,80469;479,289093
B2;24;Target 1;43008,56641;-57,29293823
B2;25;Target 1;43209,26563;121,0625381
B2;26;Target 1;43689,42969;578,8828735
B2;27;Target 1;43322,78516;189,894577
B2;28;Target 1;43835,08594;679,8516235
B2;29;Target 1;44114,75;937,171936
B2;30;Target 1;45159,125;1959,203125
B2;31;Target 1;47172,88281;3950,617188
B2;32;Target 1;51275,15234;8030,542969
B2;33;Target 1;57900,60156;14633,64844
B2;34;Target 1;71062,09375;27772,79688
B2;35;Target 1;94765,23438;51453,59375
B2;36;Target 1;132900,8438;89566,85938
B2;37;Target 1;180206,9375;136850,6094
B2;38;Target 1;229214,3125;185835,6406
B2;39;Target 1;267055,875;223654,8594
B2;40;Target 1;295740,9688;252317,6094
B3;1;Target 1;36628,39844;634,7009888
B3;2;Target 1;36584,57813;571,453064
B3;3;Target 1;36385,10156;352,5488892
B3;4;Target 1;36317,30469;265,3244019
B3;5;Target 1;36210,94531;139,5374298
B3;6;Target 1;36206,53906;115,7035675
B3;7;Target 1;36211,75781;101,4947052
B3;8;Target 1;36162,58203;32,89131927
B3;9;Target 1;36068,28125;-80,83707428
B3;10;Target 1;36030,58203;-137,9638977
B3;11;Target 1;36031,79688;-156,1766663
B3;12;Target 1;36124,75781;-82,64334106
B3;13;Target 1;36164,45703;-62,37172699
B3;14;Target 1;36124,27734;-121,9790268
B3;15;Target 1;36000,00391;-265,6800842
B3;16;Target 1;36076,20703;-208,9045563
B3;17;Target 1;36187,92188;-116,6173248
B3;18;Target 1;36231,38281;-92,583992
B3;19;Target 1;36291,66406;-51,73035431
B3;20;Target 1;36177,25;-185,5720215
B3;21;Target 1;36318,57422;-63,67541504
B3;22;Target 1;36286,625;-115,0522461
B3;23;Target 1;36336,9375;-84,16735077
B3;24;Target 1;36368,84375;-71,68871307
B3;25;Target 1;36451,99609;-7,963977814
B3;26;Target 1;36541,57031;62,18263245
B3;27;Target 1;36594,42969;95,61439514
B3;28;Target 1;36656,53125;138,2883453
B3;29;Target 1;36691,74219;154,0716858
B3;30;Target 1;36736,3125;179,214386
B3;31;Target 1;36845,26172;268,7359924
B3;32;Target 1;36769,86719;173,9138489
B3;33;Target 1;37002,44531;387,0643616
B3;34;Target 1;37199,49219;564,6836548
B3;35;Target 1;37513,35938;859,12323
B3;36;Target 1;38101,53906;1427,875244
B3;37;Target 1;39100,73438;2407,643066
B3;38;Target 1;41185,25;4472,730957
B3;39;Target 1;45033,24219;8301,295898
B3;40;Target 1;51741,10938;14989,73535
B4;1;Target 1;32099,71875;747,0234985
B4;2;Target 1;31920,47852;537,9086914
B4;3;Target 1;31956,89453;544,4501953
B4;4;Target 1;31810,29297;367,9741211
B4;5;Target 1;31545,84375;73,65039825
B4;6;Target 1;31464,16016;-37,90771484
B4;7;Target 1;31532,26172;0,319331139
B4;8;Target 1;31236,44922;-325,3676758
B4;9;Target 1;31278,10938;-313,5820618
B4;10;Target 1;31246,94922;-374,6167297
B4;11;Target 1;31784,875;133,4345398
B4;12;Target 1;31744,33594;63,02096176
B4;13;Target 1;31683,38867;-27,80082321
B4;14;Target 1;31594,89648;-146,1675262
B4;15;Target 1;31595,22656;-175,7119751
B4;16;Target 1;31507,03711;-293,7759399
B4;17;Target 1;31765,52539;-65,16217804
B4;18;Target 1;31832,7168;-27,84528923
B4;19;Target 1;32004,21289;113,7762909
B4;20;Target 1;31905,61328;-14,69783974
B4;21;Target 1;31908,30469;-41,88095093
B4;22;Target 1;32053,91797;73,85781097
B4;23;Target 1;32110,58594;100,6512604
B4;24;Target 1;32080,61719;40,80799484
B4;25;Target 1;32331,8418;262,1580811
B4;26;Target 1;32228,91016;129,3519287
B4;27;Target 1;31963,73828;-165,6944733
B4;28;Target 1;32059,66211;-99,64515686
